Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Department_CS,Department_Engineering,Department_Mathematics
S5034,0,24,55.99,40.42,89.68,93.46,72.04,24.3,61.16,69.269,3,24.3,1,1,0,1,5,5.4,0,0,0
S5035,0,24,58.17,78.04,69.49,84.22,73.04,22.3,56.07,66.9515,3,9.9,1,1,0,2,3,4.8,0,1,0
S5036,1,18,82.04,84.34,78.51,60.09,57,80.6,91.51,78.475,2,25.5,0,0,0,0,6,5.3,0,1,0
S5037,0,20,90.67,95.07,64.69,80.48,59.06,6.9,78.85,72.411,2,28.4,0,0,0,1,4,6.5,0,1,0
S5038,0,22,67.47,93.03,60.73,54.55,92.41,63.8,64.23,69.0195,3,29.8,1,0,2,1,2,8.6,1,0,0
S5039,1,18,79.77,90.52,53.33,84.79,58.14,64,71.62,70.129,2,26.4,0,0,3,0,3,4.9,0,1,0
S5040,0,21,58.53,96.75,86.23,70.45,83.3,18.2,76.25,78.7525,2,10.5,0,1,3,2,1,6.9,0,0,1
S5041,0,24,65.57,72.24,81.73,57.59,70.93,70.5,79.61,74.408,2,15.4,0,0,0,2,10,5.1,1,0,0
S5042,0,20,51.01,40.42,61.64,98.96,98.41,70.5,91.05,76.998,2,7.2,1,1,3,0,7,7.4,0,0,0
S5043,0,24,88.41,40.66,59.27,95.05,53.31,35,69.72,63.171,3,9.1,0,0,0,2,5,6.3,0,0,0
S5044,0,21,70.05,72.68,40.07,94.68,91.52,48.3,83.83,71.8375,2,6.2,0,1,3,0,7,7.7,0,1,0
S5045,0,20,90.81,66.12,43.81,89.44,74.57,83.3,91.74,73.4305,2,21,0,0,1,2,5,8.3,1,0,0
S5046,0,24,85.42,67.07,77.4,84.6,50.27,52.3,92.19,77.3995,2,18.3,1,1,0,1,1,5.7,0,0,1
S5047,0,21,91.44,64.02,70.88,82.75,63.18,61.8,62.71,67.9565,3,27.9,1,1,3,0,3,8.7,0,0,1
S5048,1,21,64.28,95.06,66.09,55.3,70.38,41.3,67.51,68.4325,3,16.6,0,1,0,2,9,6.3,1,0,0
S5049,1,24,59.26,61.55,89.65,95.03,65.71,15,79.75,77.1455,2,21.1,0,1,0,2,7,8.7,0,1,0
S5050,1,24,98.6,91.37,70.23,94.06,68.12,99.8,94.29,85.461,1,15,1,1,0,0,7,5.2,0,0,0
S5051,0,23,85.87,94.17,63.07,87.39,95.83,53.2,89.52,82.1005,1,25.7,1,0,2,2,5,8.5,0,0,0
S5052,0,18,91.7,69.97,49.68,96.37,68.05,33.6,79.2,69.616,3,28.2,0,0,2,1,3,5.7,0,0,1
S5053,0,18,50.66,66.82,89.24,77.65,70.94,71.4,99.19,84.4015,1,15.8,1,0,3,2,10,7.8,0,0,1
S5054,1,20,67.72,85.66,74.57,72.38,88.06,62.1,71.95,75.8445,2,7.1,0,0,2,1,4,8.8,0,0,1
S5055,1,22,87.14,82.48,45.55,98.4,89.69,23.3,92.12,76.2895,2,9.1,1,0,0,2,4,8.6,0,0,0
S5056,1,24,53.9,59.71,78.93,73.21,54.2,87.7,90.92,76.7515,2,23,1,0,2,1,6,6.3,0,0,1
S5057,0,23,78.37,46.15,65.5,82.07,85.2,7.1,95.4,73.103,2,13.1,0,0,1,1,6,5.7,0,0,0
S5058,1,18,71.45,55.89,88.68,68.65,74.13,60.6,99.38,81.108,1,24.6,1,1,3,2,7,7.1,0,0,0
S5059,1,18,50.88,47.86,95.13,81.82,56.69,47.8,74.78,73.7275,2,23.7,1,1,0,2,8,7.5,0,1,0
S5060,0,23,61.8,57.68,76.03,86,63.24,31.8,59.78,66.4075,3,22.4,1,0,0,0,9,6.7,0,1,0
S5061,1,19,64.24,55.71,83.9,81.23,52.25,82.6,73.04,72.783,2,25.4,1,1,1,1,8,8.2,0,1,0
S5062,0,23,55.59,78.26,43.4,75.73,68.01,65.6,92.69,71.8365,2,23.9,1,1,0,0,9,4.3,0,0,1
S5063,1,18,81.58,97.27,73.62,65.01,62.77,75.9,91.81,80.362,1,20.8,1,1,0,2,9,7,0,0,0
S5064,0,22,62.12,81.14,85.32,82.19,69.11,41.5,66.8,74.8555,2,5.1,1,1,1,0,3,6.6,0,0,1
S5065,0,19,63.88,95.6,69.81,95.42,79.02,94.2,52.37,74.4285,2,17.9,1,0,2,1,7,4.2,0,0,0
S5066,0,21,94.91,87.05,75.61,50.35,86.62,34.5,75.49,72.5465,2,19.9,0,0,3,1,3,4.1,0,1,0
S5067,0,23,73.36,83.67,93.94,56.7,80.27,53.1,73.71,77.3355,2,29,1,0,1,0,5,7,0,1,0
S5068,0,21,69.61,64.84,51.89,55.99,83.92,93.4,54.29,60.446,3,21.3,1,0,1,1,10,4.6,0,0,1
S5069,1,19,86.19,59.49,45.89,96.16,93.28,8.3,89.74,71.485,2,19.4,0,1,2,0,9,7.8,0,0,0
S5070,0,19,95.48,90.78,81.44,83.14,93.69,10.9,64.18,75.616,2,18.5,0,0,0,1,8,8.7,0,0,1
S5071,0,19,51.25,94.32,89.37,97.59,93.04,99.4,82.29,90.09,0,7.6,0,1,2,0,3,4.9,1,0,0
S5072,0,20,72.41,67.11,91.03,79.14,57.66,97.1,55.07,71.837,2,15.7,1,0,2,2,6,8,0,0,1
S5073,0,23,80.54,40.54,78.5,73.09,62.55,77.2,93.04,74.6965,2,8.4,1,1,0,1,5,7,0,1,0
S5074,1,24,65.93,87.55,89.99,89.62,75.12,48.4,86.96,85.093,1,6.3,1,1,1,1,10,6.2,0,0,0
S5075,0,22,88.62,57.1,82.04,58.05,67.94,50.6,69.42,67.9325,3,13.2,0,1,1,1,4,7.3,0,0,0
S5076,1,22,98.57,40.59,45.24,69.07,56.58,25.7,81.47,59.143,4,21.1,1,1,2,0,6,8,0,0,1
S5077,0,21,97.17,88.3,85.72,73.31,64.39,43.3,59.37,72.0865,2,26.7,0,0,2,1,8,8.9,0,1,0
S5078,0,21,63.3,71.04,50.76,64.92,98.77,43.1,99.27,74.897,2,25.3,1,0,1,2,8,7.3,1,0,0
S5079,1,24,61.32,81.11,54.2,68.56,67.35,3.6,89.81,69.8585,3,12.4,1,1,1,2,3,7.7,0,0,1
S5080,1,21,97.87,94.88,63.68,53.91,70.95,45.3,89.45,74.4335,2,6.1,0,0,1,1,6,7,0,0,0
S5081,1,23,72.93,72.47,58.87,59.9,50.32,48,57.67,59.306,4,15.1,1,0,0,2,1,6.8,0,1,0
S5082,0,18,60.41,70.19,59.3,66.77,85.97,66.6,50.89,62.563,3,12.9,0,0,2,1,1,4.3,0,0,0
S5083,1,21,85.35,57.44,50.16,89.79,70.68,51.6,79.27,68.0535,3,14.3,0,1,2,0,1,4.8,0,0,0
S5084,0,19,64.22,58.31,57.63,59.12,55.16,86.2,57.21,59.011,4,19,1,1,0,0,9,5.9,0,0,0
S5085,1,21,63.36,87.79,41.18,67.33,98.43,36.8,89.02,71.952,2,5.8,0,1,0,0,10,7.2,0,0,0
S5086,1,19,93.96,66.94,68.37,53.25,88.87,41,70.8,67.298,3,14.3,0,1,3,1,9,4.4,1,0,0
S5087,0,20,58.12,49.81,86.12,77.86,86.31,57.1,66.93,72.2455,2,19,1,1,1,0,10,6.7,0,1,0
S5088,1,18,53.22,45.67,91.73,80.56,97.89,20.3,53.68,68.775,3,15.8,0,1,1,2,5,4.1,0,0,1
S5089,1,18,63.46,68.38,89.23,93.28,70.37,39.3,99.8,85.4985,1,21.7,0,1,3,1,7,7.8,0,1,0
S5090,0,24,80.35,67.9,64.99,90.96,85.93,68.6,97.8,81.4395,1,9.7,1,1,2,2,4,7.3,0,1,0
S5091,0,23,56.15,79.21,83.83,64.27,60.31,41.2,56.58,67.5445,3,8.8,1,1,1,0,2,6.6,0,1,0
S5092,0,23,73.58,68.26,57.27,56.85,84.86,90.7,66.64,66.097,3,12.7,0,0,0,1,6,6.9,0,0,1
S5093,1,22,81.37,48.61,43.33,57.8,50.7,61.5,69.54,55.801,4,7.5,1,1,0,2,2,8.7,0,1,0
S5094,1,20,92.44,70.47,80.56,98.45,56.32,15.4,64.84,71.332,2,10.9,0,0,2,2,7,8.5,0,0,1
S5095,1,24,61.49,94.41,78.93,83.66,71.26,48.7,96.72,85.02,1,7.2,1,1,0,0,4,8,0,0,1
S5096,1,23,90.87,49.57,88.1,52.13,50.6,76.5,86.07,71.986,2,15,0,1,0,0,4,5.7,1,0,0
S5097,1,19,61.75,81.39,76.97,56.84,73.1,64.3,97.8,79.842,2,22.8,1,0,3,2,2,4.5,0,0,0
S5098,0,20,83.84,75.63,49.41,74.29,76.14,88.5,93.73,74.9985,2,12.2,1,1,0,0,9,5.6,0,0,1
S5099,1,18,71.53,84.92,91.19,60.39,81.08,75,87.73,82.771,1,5.1,0,1,1,1,3,7.8,0,0,0
S5100,0,19,55.73,49.04,77.64,90.18,55.02,6.2,84.85,71.56,2,18.9,0,1,3,1,6,7.1,0,1,0
S5101,1,24,85.71,96.5,88.46,78.66,59.05,11.3,93.31,82.852,1,22.3,0,1,0,2,10,7.5,0,0,0
S5102,0,24,60.89,77.26,86.45,80.63,80.66,65,84.21,81.875,1,14.8,0,1,0,1,9,4.5,0,0,0
S5103,1,20,58.83,90.82,57.87,73.14,82.91,23.8,59.44,66.3745,3,12.4,0,0,1,2,8,4.8,0,0,0
S5104,1,18,67.92,54.8,44.47,62.8,51.3,58.8,82.41,61.5505,3,17.3,1,0,1,2,9,7.3,0,1,0
S5105,0,23,82.66,84.36,50.59,79.47,77.02,79.2,75.75,71.609,2,7.5,0,0,0,2,7,5.9,0,1,0
S5106,1,19,61.7,86.86,45.57,85.85,89.25,57.7,99.09,78.836,2,21.1,0,0,3,2,9,5.8,0,0,1
S5107,0,19,59.18,63.85,54.6,68.55,53.46,41.5,75.5,63.581,3,23.3,1,0,3,0,10,6,0,0,1
S5108,1,18,50.5,63.04,67.57,75.25,70.66,64.6,51.92,63.508,3,22.6,1,0,3,1,9,8,1,0,0
S5109,1,19,73.58,79.47,94.41,91.98,66.33,14.4,63.21,75.636,2,13.2,0,0,0,1,5,7.5,0,1,0
S5110,0,23,71.43,45.6,92.32,57.43,95.68,72.3,95.87,80.4785,1,26.1,0,0,0,0,7,4.5,1,0,0
S5111,1,23,61.69,84.14,83.12,77.26,59.29,69.7,98.12,83.84,1,28.7,0,0,0,0,5,5.7,0,1,0
S5112,0,23,52.68,42.57,41.45,67.42,65.92,51.4,86.42,61.949,3,12.4,0,1,3,0,1,7.4,0,0,0
S5113,1,18,71.46,51.44,60.48,85.14,94.92,27.9,52.84,62.346,3,11.6,0,1,0,0,7,8.9,1,0,0
S5114,1,21,89.41,79.85,80.94,50.94,66.53,79.8,51.18,65.8505,3,22.6,0,0,0,2,9,8.6,1,0,0
S5115,1,21,85.76,45.9,47.74,83.52,76.57,51.1,73.98,63.754,3,22.7,0,0,0,0,5,5.2,1,0,0
S5116,1,24,93.04,98.31,88.07,55.14,51.65,5.9,99.98,80.489,1,17.8,0,0,3,1,4,4.3,0,1,0
S5117,1,24,50.48,92.1,94.87,53.24,99.25,91.9,93.46,88.0765,1,28.1,1,0,0,2,5,6.9,0,0,1
S5118,1,19,98.32,77.58,61.25,86.23,91.25,76.8,96.66,81.847,1,8.7,1,1,0,1,4,6,1,0,0
S5119,1,23,67.07,89.14,82.35,82.02,81.72,58.5,81.18,81.7125,1,16.9,0,1,3,1,9,4.9,0,0,1
S5120,0,19,99.52,93.25,48.89,94.75,53.04,43.7,92.96,75.7995,2,5.9,0,0,0,1,10,7.3,0,1,0
S5121,1,18,62.63,55.57,81.45,75.98,53.74,96,65.98,70.063,2,6.3,1,1,0,0,8,4.8,1,0,0
S5122,1,19,73.58,90.96,41.29,76.5,77.25,77.5,51.37,62.4525,3,6.3,1,1,2,1,5,5.8,0,1,0
S5123,1,22,67.7,51.69,49.05,85.35,64.25,53.5,95.91,70.6915,2,17.3,0,1,2,1,5,8,0,0,1
S5124,0,21,67.79,64.8,82.59,66.17,81.14,65.3,60.92,69.948,3,19.7,0,1,1,1,5,7.4,0,0,1
S5125,0,19,92.11,73.5,82.71,51.85,79.91,28.1,86.42,74.802,2,5.1,1,0,1,0,7,7,1,0,0
S5126,1,19,87.32,82.83,78.47,61.5,91.93,19.6,82.95,76.325,2,20.8,1,1,0,1,10,8.7,0,0,1
S5127,1,20,99.61,41.81,68.64,61.9,64.07,27.3,57.91,57.8615,4,17.2,0,0,2,0,7,4.6,0,0,0
S5128,1,19,80.68,57.43,80.49,66.78,78.89,29.3,59.79,66.045,3,10.6,1,1,1,2,3,7.5,0,0,0
S5129,0,22,73.16,76.51,86.43,97.17,88.87,74,66.45,80.1815,1,5.4,1,1,3,1,1,4.6,1,0,0
S5130,1,21,54.5,61.44,97.99,90.24,74.54,14,87.85,81.7585,1,8.9,1,1,2,0,8,4.7,0,1,0
S5131,0,20,99.83,86.5,93.32,96.8,91.53,77.8,51.96,79.456,2,20,1,0,0,2,10,6.5,0,1,0
S5132,1,18,77.58,79.1,87.67,99.93,56.56,52.3,70.35,78.148,2,21.5,0,1,0,1,4,4.1,0,1,0
S5133,0,24,85.02,54.06,81.69,71.69,86.69,38.5,83.26,74.857,2,21.2,0,0,0,2,4,6.5,0,0,0
S5134,0,18,70.34,48.76,74.45,61.35,97.15,30,58.57,63.915,3,8.8,1,1,0,1,9,4,0,0,1
S5135,1,21,77.39,77.74,47.24,78,66.59,51.3,55.97,61.186,3,27.8,0,0,2,1,7,7,0,0,0
S5136,1,24,97.13,67.03,49.93,94.06,68.32,31.8,69.51,65.921,3,15.3,1,0,3,2,7,5.6,0,0,1
S5137,1,18,58.32,50.14,89.22,73.29,54.18,42.9,64.33,67.6815,3,24.2,0,0,0,2,8,4.4,0,0,0
S5138,1,22,64.62,59.58,88.2,75.27,82.07,73.9,82.45,78.9145,2,9.2,0,0,3,0,1,7.9,0,1,0
S5139,1,19,57.6,58.18,76.87,56.72,77.62,62.6,98.48,76.8885,2,16.8,0,1,1,1,9,5.9,0,1,0
S5140,1,21,89.61,46.49,66.33,71.02,52.02,74.8,50.22,58.217,4,18,1,0,1,2,1,6.2,0,1,0
S5141,1,24,53.1,72.81,41.56,69.35,87.61,71.3,95.12,72.576,2,24.3,1,1,0,0,10,5.9,1,0,0
S5142,0,20,54.08,85.82,59.63,67.58,91.46,81.5,71.66,72.6365,2,20.5,1,1,2,1,5,4.4,1,0,0
S5143,1,19,64.92,74.53,65.24,94.36,95.36,20.2,83.2,77.1495,2,15,0,0,0,1,9,6.3,0,0,1
S5144,1,18,75.71,89.58,69.15,52.97,77.29,99.5,92.55,79.139,2,12.1,0,0,3,2,3,7.3,1,0,0
S5145,0,18,70.31,47.65,95.76,98.61,72.63,47.6,78.67,79.123,2,29.3,0,0,3,2,2,8.5,0,0,0
S5146,1,20,52.24,66.14,46.52,50.41,93.81,71.8,54.87,58.5445,4,12.1,0,0,2,2,2,7.8,0,0,0
S5147,1,22,97.87,76.56,71.13,97.28,69.93,67.8,57.03,71.3505,2,8.2,0,1,1,1,7,4.4,0,0,1
S5148,1,20,97.64,80.56,62.08,77.4,82.77,56.6,89.46,77.159,2,12.5,0,1,2,2,5,4.8,0,0,1
S5149,1,21,63.97,81.75,99.41,85.12,80.77,99.6,61.45,81.375,1,13.2,1,0,3,2,8,4.2,0,1,0
S5150,0,20,86.58,83.74,91.71,59.36,68.61,21.7,78.45,75.8735,2,8.2,0,0,2,0,5,4.6,1,0,0
S5151,0,18,78.93,79.09,66.33,82.71,54.34,42.2,71.4,69.8165,3,22.7,0,0,1,2,2,6.4,0,1,0
S5152,1,22,61.87,45.65,99.98,94.1,51.07,12.8,65.18,71.2585,2,20.5,1,1,1,0,7,5.1,1,0,0
S5153,1,22,63.11,81.72,70.84,56.97,71.41,18.2,89.35,73.3695,2,12.9,1,1,0,2,7,7.2,1,0,0
S5154,0,23,74.56,83.49,50.03,56.35,74.06,71.3,86.56,70.4225,2,29.8,0,0,0,2,2,4.2,0,0,1
S5155,1,20,70.96,99.61,73.35,65.2,91.13,0.5,82.31,76.89,2,21.4,0,1,0,0,6,8.3,0,1,0
S5156,0,21,64.56,81.6,53.57,58.09,70.72,89,68.63,66.457,3,22.6,1,1,1,1,5,7.4,0,1,0
S5157,0,18,90.38,81.21,78.18,55.53,64.06,63.3,61.32,68.023,3,18.9,1,0,3,1,4,8.8,1,0,0
S5158,0,19,74.07,70.89,96.25,83.92,73.1,44.1,75.79,79.536,2,18.8,1,1,0,1,10,8.8,1,0,0
S5159,1,22,82.74,92.08,87.17,60.69,61.9,33.1,90.86,79.811,2,5.5,1,1,2,0,8,7.5,0,0,1
S5160,1,20,59.46,99.81,56.39,83.35,54.57,12.6,78.78,71.2925,2,24.3,0,0,3,2,8,4.8,0,0,0
S5161,1,23,76.68,86.74,57.81,93.1,55.65,92.2,98.51,81.1565,1,27.8,1,1,0,0,5,5.1,0,1,0
S5162,0,21,65.9,76.75,44.16,82.6,65.96,71.2,50.77,60.3295,3,8.1,0,0,0,1,4,5.4,0,1,0
S5163,1,21,76.32,44.74,57.15,55.97,50.63,33.6,99.92,66.113,3,24.9,0,0,0,0,9,6.1,0,0,1
S5164,1,24,89.04,83.6,45.56,78.68,61.01,7.1,84.57,67.559,3,18.4,0,0,0,0,5,6.9,0,0,1
S5165,0,18,88.45,82.51,69.97,69.68,89.38,32.6,91.63,78.378,2,12.1,1,0,3,1,4,7.4,0,1,0
S5166,1,22,67.71,86.53,82.5,67.17,61.73,18.5,66.75,70.803,2,28,0,1,0,2,2,4.4,0,1,0
S5167,1,18,84.71,47.47,85.07,65.93,55.54,78.6,75.42,70.3875,2,5.4,1,0,1,2,6,7.1,1,0,0
S5168,1,23,97.06,79.22,43.57,96.47,97.45,72,89.85,77.546,2,11.9,0,0,0,1,5,4.3,0,0,0
S5169,0,19,81.28,57.74,60.4,87.13,81.12,49.8,88.03,73.8415,2,27.2,1,1,2,2,6,8.1,0,1,0
S5170,1,19,57.42,85.62,57.29,56.69,53,88.6,66.7,65.409,3,17,1,1,0,1,1,4.2,0,0,1
S5171,0,19,83.99,54.42,46.26,73.8,53.11,18.1,66.22,56.88,4,20,0,1,2,2,6,6,1,0,0
S5172,0,21,55.25,81.04,61.75,65.91,80.61,45.2,83.14,72.743,2,23.7,0,0,0,1,5,6.1,1,0,0
S5173,0,22,93.61,57.7,57.96,98.9,77.01,71.1,96.68,78.24,2,8.7,1,0,3,0,7,6.9,0,0,1
S5174,1,18,75.83,40.54,78.07,98.9,53.42,6.8,71.94,67.6975,3,10.4,0,1,2,0,1,4.5,0,0,1
S5175,1,18,69.26,78,93,65.98,61.22,37.3,67.65,73.129,2,30,1,1,0,0,3,8.7,1,0,0
S5176,1,23,52.85,46.8,67.29,67.61,96.45,57.2,94.73,74.908,2,10.9,0,1,1,1,2,5.9,0,0,1
S5177,0,19,69.04,79.56,84.8,79.97,78.6,36.7,84.15,80.0695,1,18.5,1,0,3,0,6,6,1,0,0
S5178,0,22,95.16,95.54,48.76,73.97,72.02,48,69.41,68.0415,3,12.5,0,1,0,0,1,5.2,0,0,1
S5179,1,22,51.05,98.15,93.7,60.66,62.51,60.8,52.86,72.3955,2,26.3,1,0,0,2,3,7.9,1,0,0
S5180,0,23,73.73,54.16,49.16,83.02,56.68,36.8,86.07,66.196,3,29,0,0,0,0,4,4,0,1,0
S5181,1,20,96.56,88.56,51.53,66.71,70.13,10.6,67.64,64.008,3,8.5,1,1,2,1,6,4.5,0,1,0
S5182,1,22,69.74,61.21,46.39,82.69,96.12,13.9,53.53,59.5485,4,20,1,0,2,1,5,6.4,0,0,1
S5183,1,22,71.41,94.03,58.58,69.18,52.44,52.7,80.61,71.1885,2,25.3,1,1,1,0,5,8.8,0,0,0
S5184,1,18,78.93,87.25,73.14,85.01,99.55,17.5,66.15,74.799,2,25.6,0,0,2,2,5,4.2,0,1,0
S5185,1,23,73.15,44.44,99.28,83.39,60.39,89,66.92,74.5595,2,16,0,0,3,0,1,4.3,1,0,0
S5186,1,22,58.43,64.43,87.6,75.44,70.44,83.4,73.96,76.2825,2,10.6,1,1,0,1,8,7.6,0,0,0
S5187,1,22,50.93,60.24,62.83,85.24,52.25,34.9,85.87,70.2605,2,14.7,0,1,0,0,10,7.7,1,0,0
S5188,0,18,80.49,87.11,74.55,73.05,79.24,83.1,63.82,73.8865,2,23.8,0,1,3,2,2,8.5,1,0,0
S5189,1,22,96.04,64.62,77.4,55.81,74.18,53.3,54.05,63.7125,3,29.8,0,1,2,0,6,6.9,0,1,0
S5190,0,18,55.32,81.08,89.36,59.11,83.34,15.9,71.22,73.8635,2,18.9,1,0,2,1,7,6,0,0,1
S5191,0,20,60.55,76.15,84.19,62.3,77.13,61.4,52.75,68.423,3,9.9,1,0,3,1,10,6.3,0,0,1
S5192,1,21,68.51,98.54,74.16,53.16,69.91,67.9,84.86,77.139,2,6,1,1,1,2,10,6.2,1,0,0
S5193,0,24,90.44,96.27,80.15,85.57,86.89,8.4,97.96,85.8105,1,28.6,0,1,0,2,4,8.9,0,1,0
S5194,0,18,63.46,65.66,84.76,68.37,51.25,31.4,82.94,72.8715,2,17.1,0,0,0,2,8,5.9,1,0,0
S5195,0,18,94.1,83.41,47.99,54.68,77.05,0.5,63.77,59.572,4,22.9,0,0,2,1,1,4.5,0,0,0
S5196,1,22,52.75,89.77,52.03,91,55.69,31.6,59.09,64.999,3,21.5,0,0,0,0,9,5.4,1,0,0
S5197,1,18,97.05,93.93,81.32,84.18,71.8,33.5,61.64,74.3935,2,27.3,1,0,0,2,4,8.8,0,1,0
S5198,1,23,78.04,44.09,91.03,72.61,89.56,63,61.08,70.6925,2,11.7,0,1,0,2,10,6.1,1,0,0
S5199,1,19,82.94,58.12,64.56,62.37,57.12,19.9,65.69,60.6275,3,16,0,1,2,0,9,5.6,0,1,0
S5200,1,19,68.38,59.21,98.79,57.59,96.79,3,54.87,68.5075,3,27.8,1,1,0,0,2,5.6,0,0,1
S5201,0,20,89.1,66.07,52.96,72.92,94.43,31.6,94.79,73.5485,2,19.6,0,0,2,2,10,4,0,1,0
S5202,0,18,58.33,50.16,65,94.26,70.75,82.6,94.26,77.396,2,6.8,0,1,2,0,8,7.2,0,0,0
S5203,1,23,52.45,69.77,62.71,59.42,50.3,39.9,80.76,66.309,3,9.9,0,1,1,2,5,7.6,0,1,0
S5204,0,22,69.78,79.79,95.82,78.43,89.49,41.5,53.1,74.642,2,10.9,1,1,1,2,7,5.8,0,0,0
S5205,0,22,92.68,69.84,57.12,98.08,94.04,46.9,90.2,78.277,2,29.8,0,0,2,2,5,8.4,0,0,0
S5206,0,24,87.75,79.95,68.25,81.86,58.74,75.2,53.09,66.895,3,10.6,1,1,3,0,6,7.7,1,0,0
S5207,0,21,75.86,43.99,51.23,72,95.81,48,55.32,58.783,4,26.7,0,0,3,2,7,7,0,0,0
S5208,1,20,78.61,92.56,71.28,85.82,95.7,9.1,66.26,74.48,2,7,1,0,1,0,9,7.5,0,1,0
S5209,1,23,56.49,96.34,91.44,91.23,73.56,20.6,71.57,80.8525,1,9.5,1,1,1,1,6,7.8,0,0,1
S5210,1,23,92.03,77.07,58.24,79.53,89.9,18.8,67.69,68.287,3,26.8,1,0,0,0,1,6.6,0,1,0
S5211,0,24,89.35,92.88,88.65,93.59,72.25,50.8,58.26,77.376,2,27.5,1,0,1,0,1,6,0,0,1
S5212,0,24,82.82,47.89,94.68,75.73,78.2,3,55.61,66.866,3,9.4,0,1,0,1,1,4.6,0,0,0
S5213,1,22,73.31,87.85,44.38,91.5,65.99,28.4,92.97,73.9075,2,10.7,1,1,2,1,10,6,1,0,0
S5214,1,21,98.22,47.15,85.39,97.6,57.97,60.7,68.16,72.34,2,18.3,0,0,2,2,5,6.8,0,0,0
S5215,0,22,93.95,64.48,55.32,75.06,87.33,35.5,60.93,63.548,3,6.3,1,0,2,1,6,8.7,0,0,0
S5216,1,21,82.22,59.43,50.52,80.25,50.07,70.8,74.35,64.434,3,28.6,1,1,0,0,6,4.8,0,0,1
S5217,1,19,68.59,75.14,76.07,80.47,78.98,39.1,51.84,67.764,3,14.1,1,1,0,2,9,7.8,0,1,0
S5218,0,23,80.9,58.09,82.34,89.07,93.23,97.9,80.01,80.88,1,17.2,0,0,0,2,10,5.2,1,0,0
S5219,0,24,78.77,78.24,63.69,91.15,61.06,96.5,62.42,70.988,2,7.6,1,0,2,1,1,8.8,1,0,0
S5220,1,19,69.71,62.04,42.35,51.36,66.64,80,79.91,62.2345,3,5.8,1,0,0,1,3,7,1,0,0
S5221,0,22,65.33,91.65,94.52,86.67,79.37,95.4,80.71,87.298,1,16.7,1,0,1,1,4,6.2,1,0,0
S5222,1,20,70.35,78.03,83.84,89.19,62.34,20.5,90.46,80.44,1,8,0,1,2,2,9,5.7,0,1,0
S5223,0,18,78.7,52.92,56.3,85.02,92.37,75.1,61.5,66.208,3,20.8,0,0,0,2,1,5,1,0,0
S5224,0,20,71.41,60.17,69.81,85.68,68.33,32.2,73.17,69.724,3,24.9,1,0,0,1,8,7.6,0,0,1
S5225,1,20,63.18,90.85,41.67,52.07,79.08,72.5,98.09,72.8155,2,5.8,1,0,0,2,3,7.2,0,0,1
S5226,0,18,88.05,63.19,60.36,72.1,61.31,37.4,86.36,69.2925,3,20.3,0,0,0,2,8,8.5,1,0,0
S5227,1,23,76.57,72.15,71.35,90.91,52.07,28.9,98.77,78.5795,2,25.4,1,1,0,2,2,7,1,0,0
S5228,0,19,53.38,78.94,71.03,96.7,58.69,95.9,96.37,83.6785,1,16,1,1,0,2,6,4.8,0,1,0
S5229,1,19,68.42,60.87,52.49,61.47,52.31,21,80.54,61.9165,3,29,0,1,0,2,2,7.4,0,1,0
S5230,0,23,94.25,57.64,86.6,78.96,73.43,75.9,63.2,72.238,2,7.8,1,1,3,0,7,8.4,1,0,0
S5231,0,18,87.76,68.52,57.93,90.22,79.33,67.5,87.85,75.9565,2,13.1,0,0,2,2,6,9,0,1,0
S5232,1,21,66.16,52.89,74.82,87.62,52.23,30.3,84.91,71.9925,2,10.8,1,1,3,1,7,7.4,0,0,0
S5233,0,20,96.91,57.05,56.29,80.94,54.52,45.8,79.44,66.345,3,29.9,0,1,3,2,9,5.4,1,0,0
S5234,1,22,53.83,43.72,65.51,50.93,74.28,14.3,84.89,64.185,3,12.4,0,0,1,2,10,6.8,0,1,0
S5235,0,19,98.06,58.24,52.45,86.19,89.96,92.1,80.68,72.582,2,14.7,1,0,1,1,9,6.6,0,0,1
S5236,0,23,62.29,59.24,77.98,88.66,81.4,96.8,75.97,77.451,2,26.2,1,0,0,0,6,6.6,1,0,0
S5237,1,22,50.45,97.71,65.54,86.14,55.24,73.2,70.8,74.3865,2,28.2,1,0,3,1,8,4.4,1,0,0
S5238,0,24,71.69,75.38,40.97,88.29,94.38,84.9,52.24,64.148,3,28.4,0,0,1,1,10,5,0,0,1
S5239,0,18,67.95,87.24,41.69,71.55,95.87,8.3,93.28,72.227,2,19,1,1,3,1,6,6.6,0,0,1
S5240,1,22,76.95,42.72,68.27,99.69,66.25,38.4,93.28,74.958,2,21.6,0,1,2,2,10,8,0,1,0
S5241,0,22,89.84,46.39,50.99,88.54,80.8,33.1,79.7,66.632,3,13.7,0,1,3,2,2,4.9,0,0,1
S5242,1,20,92.12,88.87,75.1,78.93,74.62,56.5,63.39,73.249,2,20.2,1,0,0,2,5,4.8,0,0,0
S5243,1,18,70.06,77.41,64.49,96.71,97.1,18.3,51.41,68.2885,3,12.6,1,0,0,1,5,7.8,1,0,0
